ftsW	10	99172	C->T	NSYN	770	257	P->L			E_1	0	0	0	0	0	0	NA	0.446601941747573	0.8375	0.836734693877551	0.636363636363636	212	72	119	42	30	120	NA	103	80	98	121
ynaE	70	1434848	G->A	NCOD	NA	NA		ynaE	ttcC	E_1	0.0154639175257732	0.0172413793103448	0.0206185567010309	0.0303030303030303	0.135135135135135	0.018018018018018	NA	0.0297029702970297	0.0112359550561798	0.0303030303030303	0.0125	194	58	97	66	37	111	NA	101	89	99	80
ydcO	78	1505452	T->A	NSYN	629	210	H->L			V_6	0.025	0.0116279069767442	0.00662251655629139	0.0317460317460317	0.0297029702970297	0.0153846153846154	0.0425531914893617	0.0555555555555556	0.142857142857143	0.0191082802547771	0	160	86	151	63	101	65	47	72	21	157	54
ydcO	81	1505456	C->A	NSYN	625	209	A->S			E_1	0.0465116279069767	0.0471698113207547	0.06	0.108695652173913	0.103448275862069	0.0404040404040404	NA	0.072	0.0657894736842105	0.03125	0.043010752688172	215	106	100	46	29	99	NA	125	76	96	93
ydcO	81	1505456	C->A	NSYN	625	209	A->S			E_5	0.0465116279069767	0	0.0140845070422535	0.0459770114942529	0.0373134328358209	0.0352941176470588	0.101449275362319	0.0707070707070707	0.0540540540540541	0.0416666666666667	0.0405405405405405	215	81	71	87	134	85	69	99	74	120	74
ydcO	81	1505456	C->A	NSYN	625	209	A->S			Y_1	0.0410958904109589	0	0.0566037735849057	0.0303030303030303	0.037037037037037	0.102040816326531	0.0629370629370629	0.0632911392405063	0.0181818181818182	0.05	0.0275229357798165	146	77	106	66	81	49	143	158	110	100	109
ydcO	81	1505456	C->A	NSYN	625	209	A->S			P_1	0.0381679389312977	0	0.0549450549450549	0	0.0925925925925926	0.0520833333333333	0.144444444444444	0.113924050632911	0.0208333333333333	0.0365853658536585	0.0285714285714286	131	59	91	45	54	96	90	79	96	82	70
pptA	86	1533285	A->C	STOPLOSS	234	78	X->Y			A_3	0.00840336134453781	0.0615384615384615	0.0078740157480315	0.0465116279069767	0.0196078431372549	0.111111111111111	0	0.0116959064327485	0.0101010101010101	0.0130718954248366	0.0173913043478261	119	130	127	43	102	36	109	171	99	153	115
ydhS	124	1747146	A->T	NSYN	16	6	I->F			P_1	0.0192307692307692	0.0222222222222222	0.0298507462686567	0.121212121212121	0	0.021505376344086	0.0119047619047619	0.025	0.0253164556962025	0.015625	0.0246913580246914	104	45	67	33	51	93	84	80	79	64	81
ydhU	129	1749771	G->A	NSYN	578	193	P->L			E_1	0	0	0	0	0	0	NA	0.541666666666667	0.821428571428571	0.90625	0.610687022900763	325	122	119	78	57	130	NA	144	140	160	131
ydiL	134	1770783	C->A	NSYN	169	57	Q->K			E_3	0.0258064516129032	0.0277777777777778	0.043956043956044	0.00854700854700855	0.103448275862069	0.024390243902439	0.0357142857142857	0.0185185185185185	0	0.0117647058823529	0.0381679389312977	155	108	91	117	58	41	112	54	66	85	131
ugd	185	2099801	G->A	NCOD	NA	NA		ugd	gnd	E_1	0.0078740157480315	0	0.0208333333333333	0	0.117647058823529	0	NA	0	0.0220588235294118	0	0	254	96	96	67	34	88	NA	129	136	121	126
gmd	191	2127333	G->T	NSYN	982	328	H->N			E_1	0.00740740740740741	0	0	0	0.181818181818182	0.0099009900990099	NA	0	0.0540540540540541	0.0169491525423729	0.0447761194029851	135	50	75	38	22	101	NA	95	37	59	67
gatZ	196	2176227	indel;G-1	FRAMESHIFT	95	NA				E_1	0	0	0	0	0	0	NA	0	0.0172413793103448	0.0459770114942529	0.10958904109589	169	54	76	45	23	111	NA	107	58	87	73
yfbR	243	2408883	G->T	NSYN	22	8	A->S			V_5	0.0470588235294118	0.114093959731544	0.0442477876106195	0.0153846153846154	0.055045871559633	0.037037037037037	0.0461538461538462	0.0638297872340425	0.0547945205479452	0.0136986301369863	0.045045045045045	170	149	113	130	109	108	130	94	146	73	111
yfbR	243	2408883	G->T	NSYN	22	8	A->S			A_5	0.0536912751677852	0.0761904761904762	0.065359477124183	0.05	0.0973451327433628	0.10655737704918	0.0707964601769911	0.0942028985507246	0.0491803278688525	0.0462962962962963	0.0309278350515464	149	105	153	100	113	122	113	138	122	108	97
yfbR	243	2408883	G->T	NSYN	22	8	A->S			P_3	0.033112582781457	0.0382513661202186	0.0149253731343284	0.0384615384615385	0.0161290322580645	0.104347826086957	NA	0.00925925925925926	0.04	0.05	NA	151	183	134	78	124	115	NA	108	100	80	NA
yfbR	243	2408883	G->T	NSYN	22	8	A->S			P_6	0.033112582781457	0.0518518518518519	0.0561797752808989	0.0842105263157895	0.0246913580246914	0.0645161290322581	0.113924050632911	0.06	0.0412371134020619	0.04	0.032258064516129	151	135	89	95	81	93	79	50	97	75	93
proV	300	2804608	G->T	NCOD	NA	NA		proV	nrdF	E_3	0.00769230769230769	0.0510948905109489	0.0136054421768707	0.00925925925925926	0.12962962962963	0.0147058823529412	0	0.0202020202020202	0.018018018018018	0.00699300699300699	0.0126582278481013	260	137	147	108	54	68	151	99	111	143	158
lgt	322	2965929	C->A	NSYN	109	37	A->S			A_2	0	0.0210526315789474	0.0188679245283019	0	0.0178571428571429	0.121951219512195	0.0147058823529412	0.00892857142857143	0.0099009900990099	0.0204081632653061	0.0297029702970297	110	95	106	72	56	41	136	112	101	98	101
rpoD	335	3214660	A->G	SYN	1614	538	E->E			E_4	0.0258064516129032	0.123809523809524	0.087719298245614	0.0636363636363636	0.218390804597701	0.134020618556701	0.144578313253012	0.0659340659340659	0.103448275862069	0.0471698113207547	0.0143884892086331	155	105	57	110	87	97	83	91	58	106	139
rpoD	335	3214660	A->G	SYN	1614	538	E->E			A_3	0.0465116279069767	0.0258064516129032	0.0216216216216216	0.0263157894736842	0.0729166666666667	0	0.117647058823529	0.0387096774193548	0.103448275862069	0.0442477876106195	0.012987012987013	86	155	185	38	96	38	102	155	87	113	77
