MG1655,	301,	indel;C+T;C-1,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 2 1 2 0 3 3 2 3 5 2,	144 48 74 85 34 88 100 92 102 83 155,	upstream;downstream gene1_thrA;gene0_thrL
MG1655,	14063,	T->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 3 1 1 0 0 1 3 0 1 0,	151 60 116 77 88 60 105 101 133 111 135,	nonsynonymous SNV gene12_dnaK:gene12_dnaK:exon1:c.T1901A:p.V634D, MG1655
MG1655,	34121,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	20 7 4 7 6 11 16 9 13 14 11,	249 97 101 86 118 112 143 170 167 165 187,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34122,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	9 2 1 2 5 4 7 3 5 9 4,	233 93 100 84 114 93 140 162 174 160 192,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34123,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	8 2 0 0 2 2 7 3 4 5 4,	232 96 97 76 109 100 132 153 167 162 188,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	36180,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	8 2 2 5 0 3 2 1 1 6 2,	171 68 157 88 137 90 141 117 149 112 170,	upstream;downstream gene34_caiE,gene35_caiD;gene36_caiC
MG1655,	43884,	G->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 4 1 0 3 0 0 1 0 1 1,	137 49 152 72 90 55 91 76 115 74 139,	nonsynonymous SNV gene41_fixB:gene41_fixB:exon1:c.G697A:p.E233K, MG1655
MG1655,	45782,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 3 0 0 1 0 1 0 2 0 0,	148 47 116 91 110 57 112 89 116 113 141,	upstream;downstream gene44_yaaU;gene42_fixC,gene43_fixX
MG1655,	65579,	indel;G+C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 4 0 2 0 3 0 2 1 0 2,	149 47 150 84 81 60 95 88 116 77 117,	frameshift substitution gene58_polB:gene58_polB:exon1:c.202_202delinsGC, MG1655
MG1655,	100420,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 3 2 0 0 0 0 0 0 0 0,	165 45 178 73 94 71 97 78 105 98 139,	synonymous SNV gene89_murG:gene89_murG:exon1:c.C777T:p.C259C, MG1655
