MG1655,	301,	indel;C+T;C+TT;C-1,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 3 2 5 4 0 2 2 2 1 3,	112 85 80 97 101 70 79 63 100 102 98,	upstream;downstream gene1_thrA;gene0_thrL
MG1655,	14064,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	4 0 3 1 6 3 2 0 1 2 1,	120 105 103 83 113 66 72 76 104 99 95,	synonymous SNV gene12_dnaK:gene12_dnaK:exon1:c.C1902A:p.V634V, MG1655
MG1655,	14070,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	5 2 1 1 5 5 3 0 2 3 2,	129 118 112 88 118 74 76 82 117 102 95,	nonsynonymous SNV gene12_dnaK:gene12_dnaK:exon1:c.C1908A:p.D636E, MG1655
MG1655,	34111,	indel;G-1;G+TTT;G+T;G+TT,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	4 5 5 6 7 7 11 6 9 0 6,	232 174 193 166 173 132 178 167 170 129 170,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34121,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	18 18 19 14 20 9 16 13 10 13 14,	236 179 180 160 182 125 170 143 155 137 142,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34122,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	7 8 10 9 8 4 8 10 4 6 6,	218 173 171 154 169 120 170 150 153 123 137,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34123,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	7 3 6 5 8 5 4 6 3 3 7,	213 169 173 153 170 124 168 145 147 127 138,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34124,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	5 3 8 5 9 1 6 4 5 2 4,	229 176 176 166 176 123 175 158 161 129 143,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	36187,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	6 2 3 3 3 1 6 2 1 0 3,	168 145 111 99 141 82 111 88 130 88 101,	upstream;downstream gene34_caiE,gene35_caiD;gene36_caiC
MG1655,	63418,	indel;C+T;C-1,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 2 1 1 3 1 3 4 1 7 1,	202 194 144 137 158 95 143 118 132 138 136,	upstream;downstream gene57_rapA;gene58_polB
MG1655,	65579,	indel;G+C,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	4 0 0 2 1 1 1 1 2 2 4,	137 104 101 95 104 74 82 63 98 71 75,	frameshift substitution gene58_polB:gene58_polB:exon1:c.202_202delinsGC, MG1655
MG1655,	107544,	indel;G+A;G-1;G+T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 4 5 5 7 0 3 3 5 5 2,	163 143 120 109 135 88 84 94 118 94 97,	upstream;downstream gene96_secM,gene97_secA;gene95_lpxC
MG1655,	117612,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 3 1 0 1 3 1 1 1 0 2,	96 82 66 79 83 53 56 42 72 54 67,	upstream;downstream gene104_hofB,gene105_ppdD;gene106_nadC
MG1655,	132768,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 0 2 0 2 0 0 0 2 3 0,	124 77 56 67 79 55 60 63 61 59 67,	nonsynonymous SNV gene115_acnB:gene115_acnB:exon1:c.C1154A:p.A385E, MG1655
MG1655,	149550,	indel;G-1;G+T;G+TT,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	4 3 1 1 2 0 7 0 0 3 3,	206 142 139 133 146 116 109 103 139 119 128,	frameshift substitution gene131_panB:gene131_panB:exon1:c.52_52delinsAAC, MG1655
MG1655,	157832,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 1 1 1 2 1 2 0 2 4 1,	132 89 85 79 101 53 66 54 93 63 73,	nonsynonymous SNV gene140_pcnB:gene140_pcnB:exon1:c.C1295A:p.P432Q, MG1655
MG1655,	167706,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 0 2 5 4 0 1 1 0 0,	157 115 107 116 131 68 67 69 109 76 86,	nonsynonymous SNV gene147_fhuA:gene147_fhuA:exon1:c.C223A:p.P75T, MG1655
MG1655,	167707,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 0 2 5 4 0 0 2 0 2,	149 109 107 113 126 65 64 66 102 72 86,	nonsynonymous SNV gene147_fhuA:gene147_fhuA:exon1:c.C224A:p.P75Q, MG1655
