MG1655,	301,	indel;C+T;C-1;C+TT,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 3 5 4 2 0 1 5 2 4 1,	119 49 144 112 70 0 71 145 66 133 108,	upstream;downstream gene1_thrA;gene0_thrL
MG1655,	6495,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	2 0 3 2 1 0 6 1 1 7 2,	205 93 159 128 83 1 111 171 85 140 106,	upstream;downstream gene5_yaaA;gene4_yaaX,gene6_yaaJ
MG1655,	34121,	G->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	19 8 9 6 16 0 10 15 9 18 19,	298 115 158 124 105 0 157 194 138 164 175,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34122,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	7 4 6 3 10 0 2 4 4 11 8,	289 113 163 118 103 0 151 195 141 158 163,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34123,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	6 4 3 2 7 0 3 5 3 6 5,	280 115 154 117 97 0 154 185 142 153 153,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34124,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	6 1 4 3 7 0 3 6 3 5 8,	288 113 166 125 101 0 155 203 149 153 170,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	34125,	A->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	5 0 4 1 6 0 2 4 2 5 6,	304 117 168 124 103 0 157 196 151 156 173,	upstream;downstream gene33_caiF;gene32_carB,gene34_caiE
MG1655,	45789,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	3 1 2 0 5 0 1 0 1 4 5,	178 84 129 117 73 2 91 137 96 159 113,	upstream;downstream gene44_yaaU;gene42_fixC,gene43_fixX
MG1655,	64308,	C->T,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	0 0 0 0 0 0 0 0 2 6 0,	131 60 113 108 59 0 77 124 60 107 70,	synonymous SNV gene58_polB:gene58_polB:exon1:c.G1473A:p.A491A, MG1655
MG1655,	107544,	indel;G-1;G+T;G+TT,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	8 6 3 6 1 0 5 7 5 3 5,	216 77 112 113 77 1 105 184 113 129 138,	upstream;downstream gene96_secM,gene97_secA;gene95_lpxC
MG1655,	163321,	C->A,	0.0 100.0 200.0 300.0 400.0 500.0 600.0 700.0 800.0 900.0 1000.0,	1 6 3 5 0 0 1 0 0 0 2,	166 74 137 127 78 1 93 168 81 151 119,	nonsynonymous SNV gene145_hrpB:gene145_hrpB:exon1:c.C1217A:p.A406E, MG1655
